workclass,education,marital-status,occupation,relationship,sex,native-country,class,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
 Private, 10th, Divorced, Other-service, Not-in-family, Female, United-States,0,1.638383367107979,0.13508407576112233,-1.591552858035871,-0.14600928018106676,-0.21694686573519104,-1.3353258775609824
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,1,0.1760568498797866,-0.12544677335734492,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Sales, Own-child, Male, United-States,0,-1.1400370156255866,0.4602175593629576,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-0.9206880380413578,0.17887518739717234,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 10th, Never-married, Sales, Own-child, Female, United-States,0,-1.5787349707940443,-0.39865173482936467,-1.591552858035871,-0.14600928018106676,-0.21694686573519104,-1.9821646269988864
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1,0.46852215332542513,-0.3740962390788119,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.2033580660446504
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,0,-1.286269667348406,0.4044973095734885,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-1.2544710338812444
 Private, 11th, Never-married, Handlers-cleaners, Other-relative, Female, United-States,0,0.1760568498797866,-0.3166281652044143,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0,1.4190343895237503,-0.4899874819559833,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Male, United-States,1,-0.9206880380413578,-0.44824982484594217,0.35082710908903536,0.259654424802052,-0.21694686573519104,0.36262583971351564
 Private, Some-college, Divorced, Sales, Not-in-family, Male, United-States,0,-0.4819900828729,0.45807814627539484,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,0,0.3954058274640155,-0.7596394895504435,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.2033580660446504
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-1.1400370156255866,-1.3012452839987507,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Other-service, Own-child, Female, United-States,0,-0.7744553863185385,-0.42298755870039095,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.18952477942726154,-0.025773045760001844,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0,-0.6282227345957193,-1.281742241477308,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,0.6147548050482443,-1.603150854078476,1.127779095938998,-0.14600928018106676,4.141453854508381,-0.04164837868517439
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Female, United-States,0,-1.1400370156255866,-1.1361952948640548,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,0,0.02982419815696735,0.5859367311111203,1.127779095938998,-0.14600928018106676,-0.21694686573519104,1.8180130259487997
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Male, United-States,0,-0.3357574311500808,-0.33010455746580286,1.127779095938998,0.4900055199294304,-0.21694686573519104,1.1711742765108957
 Private, HS-grad, Divorced, Other-service, Unmarried, Female, United-States,0,-0.26264110528867113,0.19552249548477,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.7693419718028164
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, Male, United-States,1,0.46852215332542513,-1.1237981600977314,1.127779095938998,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,1,-0.1164084535658519,0.5654308387048828,-0.03764888433594593,-0.14600928018106676,4.509663570528958,-0.04164837868517439
 Private, HS-grad, Never-married, Other-service, Unmarried, Female, Puerto-Rico,0,0.1760568498797866,0.4023101417295069,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Craft-repair, Own-child, Male, United-States,0,-1.286269667348406,0.6587531836985239,-0.03764888433594593,-0.14600928018106676,4.088852466505441,-0.8501968154825544
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Male, Guatemala,0,-0.3357574311500808,0.18394674252885013,-1.9800288514608524,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,0,-1.1400370156255866,1.7582300426313853,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Divorced, Transport-moving, Not-in-family, Male, United-States,0,1.1265690860781117,-0.9626354081355268,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,1.1711742765108957
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,0,-1.2131533414869964,0.21539802510627928,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-0.1164084535658519,-0.0029176193379587293,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0,-0.9206880380413578,0.6340353217761472,-1.2030768646108898,0.2999201099889036,-0.21694686573519104,-0.04164837868517439
 ?, Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,1,1.7846160188307985,0.3197708207352334,1.127779095938998,0.8590640565608659,-0.21694686573519104,1.0903194328311576
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Other-relative, Female, Cuba,0,0.1760568498797866,0.19613375636693078,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,1,2.1501976481378464,-0.5259945682957671,-0.03764888433594593,2.4753129720317966,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.18952477942726154,0.00024374553696658265,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Widowed, Sales, Not-in-family, Female, United-States,0,1.638383367107979,-0.34154659710375007,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,0.10294052401837697,0.1002326545266738,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, Female, United-States,1,0.46852215332542513,-0.10117780614530499,-1.9800288514608524,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,0,-1.1400370156255866,-1.3218275840152582,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0,-0.4819900828729,0.06463625909209182,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Female, United-States,0,-1.286269667348406,4.77114448175318,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,-0.4088737570114904,0.9413753831363333,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,0,0.1760568498797866,1.9917316996168053,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1,0.02982419815696735,-0.40950161548771863,1.127779095938998,1.8181194673749679,-0.21694686573519104,1.1711742765108957
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,0.3954058274640155,1.3051615665835545,1.127779095938998,-0.14600928018106676,4.547235990531058,0.7669000581122056
 Private, Some-college, Never-married, Prof-specialty, Own-child, Female, United-States,0,-1.286269667348406,0.34943607542259897,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-1.3353258775609824
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.3357574311500808,-0.29666667702135113,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0,0.3954058274640155,-0.40256762485570724,2.293207076213942,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, Some-college, Never-married, Other-service, Own-child, Female, United-States,0,-1.3593859932098156,-1.3994959198548131,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1,-0.9206880380413578,0.5124612628851372,-0.4261248777609272,0.259654424802052,-0.21694686573519104,-0.04164837868517439
 Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Male, United-States,0,0.1760568498797866,0.018887202442870538,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 Private, HS-grad, Never-married, Craft-repair, Unmarried, Male, United-States,0,-0.9938043639027674,-0.6754478539840791,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, Japan,1,0.02982419815696735,1.4772219539605318,1.127779095938998,1.8181194673749679,-0.21694686573519104,0.7669000581122056
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, United-States,0,0.6147548050482443,-1.5124072659314507,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1,-0.4088737570114904,-0.23512989790007083,0.35082710908903536,0.8080782863567356,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Prof-specialty, Own-child, Male, El-Salvador,0,-0.9206880380413578,3.192486845962682,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-3.0332775948354804
 Private, HS-grad, Never-married, Sales, Unmarried, Female, United-States,0,-0.8475717121799482,0.09339417340750002,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,2.5888956033063044,0.40298825927065407,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, Some-college, Married-civ-spouse, Sales, Wife, Female, United-States,1,-0.26264110528867113,-0.011303354565102003,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.4819900828729,-0.626117190603447,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,0.1200613086743016
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,0,0.46852215332542513,1.2974634998488421,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,1,-0.18952477942726154,-0.4983636662318428,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, Germany,1,-0.18952477942726154,1.831925182736895,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,0,-0.4088737570114904,1.792470202983673,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, Some-college, Never-married, Other-service, Own-child, Female, United-States,0,-1.3593859932098156,0.9121972269644396,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,0,0.5416384791868347,-0.21611395389410015,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.3650677534041264
 ?, Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,0,2.881360906751943,-0.9290638143731025,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-3.0332775948354804
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,0.46852215332542513,-0.8217397747974658,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 11th, Never-married, Other-service, Own-child, Female, United-States,0,-1.5056186449326348,-0.21832022364064924,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-1.5778904086001964
 Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Male, Japan,1,-0.18952477942726154,-0.41291130509602175,1.5162550893639792,-0.14600928018106676,4.735098090541557,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0,0.32228950160260583,1.3957523395100395,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, Female, Cuba,0,1.857732344692208,0.6609021477373704,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.7013390604571289,2.1159418210621337,0.7393031025140167,-0.14600928018106676,-0.21694686573519104,0.20091615235403962
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,2.0039649964150272,-0.8045003077302749,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-2.6290033764367906
 Private, Bachelors, Never-married, Adm-clerical, Own-child, Male, United-States,0,-1.066920689764177,-1.114495533547347,1.127779095938998,0.1418642223560997,-0.21694686573519104,-0.8501968154825544
 Private, Prof-school, Married-civ-spouse, Other-service, Wife, Female, United-States,1,-0.1164084535658519,-0.749534583092223,1.9047310827889605,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, HS-grad, Widowed, Other-service, Other-relative, Male, United-States,0,1.857732344692208,-0.20979122414424953,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-1.0119065028420304
 Private, 9th, Never-married, Priv-house-serv, Not-in-family, Female, El-Salvador,0,-0.1164084535658519,0.4702938129673268,-1.9800288514608524,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, Some-college, Separated, Tech-support, Unmarried, Female, United-States,0,0.5416384791868347,1.2363756154378986,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,1.1711742765108957
 Private, HS-grad, Divorced, Other-service, Unmarried, Female, United-States,0,0.7609874567710636,-1.0008965189782786,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Other-relative, Male, United-States,0,2.5888956033063044,0.034426600181551754,1.9047310827889605,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Female, United-States,0,-0.043292127704442275,-0.8502780172333475,0.35082710908903536,-0.14600928018106676,4.547235990531058,-0.04164837868517439
 Private, Some-college, Never-married, Craft-repair, Unmarried, Female, United-States,0,0.02982419815696735,-0.7711388348960933,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.7013390604571289,-1.4369929545948639,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,0,-0.26264110528867113,0.10453058260436683,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Male, United-States,1,0.9803364343552925,-0.9528743359235218,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, 11th, Never-married, Craft-repair, Own-child, Male, United-States,0,-1.5787349707940443,0.061637260388990464,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-1.9013097833191483
 ?, Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,0,-0.9206880380413578,-0.5447048818606574,1.127779095938998,-0.14600928018106676,4.797718790545057,-0.04164837868517439
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Male, Portugal,0,0.6147548050482443,-0.8217397747974658,-2.368504844885834,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Male, United-States,0,-0.9938043639027674,0.4532740177796624,-0.4261248777609272,-0.14600928018106676,3.765729654487383,-0.04164837868517439
 ?, 11th, Separated, ?, Other-relative, Male, United-States,0,0.32228950160260583,-0.08109215559555293,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0,-1.2131533414869964,1.159375846188207,-2.368504844885834,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,0,0.24917317574119624,0.7823424933104077,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.6884871281230784
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,1,0.24917317574119624,5.077472142277288,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,0,0.6147548050482443,0.46528911449463534,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Separated, Sales, Unmarried, Female, United-States,0,-1.066920689764177,-0.6864696517655408,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,1.9308486705536176,-1.5789105397202874,-0.03764888433594593,-0.14600928018106676,5.2285492065691335,-0.04164837868517439
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,1,0.3954058274640155,-1.2294125793935746,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, China,0,-0.4088737570114904,-1.182316838613343,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 Self-emp-not-inc, 10th, Divorced, Craft-repair, Not-in-family, Male, United-States,0,1.7846160188307985,-0.44742844303553864,-1.591552858035871,-0.14600928018106676,-0.21694686573519104,-1.6587452522799344
 State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,1.053452760216702,-0.9330083572532962,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0,-0.26264110528867113,-0.7394487785365701,-0.03764888433594593,-0.14600928018106676,3.738176546485843,-0.04164837868517439
 Local-gov, Masters, Separated, Prof-specialty, Unmarried, Female, United-States,0,-0.043292127704442275,0.28609416650868763,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Male, United-States,0,-0.8475717121799482,-0.5772927276408543,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, Cuba,1,-0.1164084535658519,0.7347405521121365,-0.03764888433594593,-0.14600928018106676,4.509663570528958,1.5754484949095857
 Private, Some-college, Divorced, Transport-moving, Unmarried, Male, England,0,0.3954058274640155,-0.08731937583256592,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,1.053452760216702,0.14477829131414105,1.9047310827889605,-0.14600928018106676,4.509663570528958,-0.04164837868517439
 ?, HS-grad, Never-married, ?, Own-child, Female, United-States,0,-1.4325023190712252,-0.12715639363713835,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-1.3353258775609824
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, Female, United-States,0,0.687871130909654,0.6187824525759789,1.127779095938998,-0.14600928018106676,-0.21694686573519104,0.6051903707527296
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,0,-1.286269667348406,0.5256224737541616,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.3357574311500808,0.24335365951385143,-0.4261248777609272,0.2999201099889036,-0.21694686573519104,3.1925453685043457
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,1,0.02982419815696735,-0.8583199182142753,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1,0.5416384791868347,-0.5731762676375527,1.127779095938998,-0.14600928018106676,-0.21694686573519104,0.2817709960337776
 Private, Bachelors, Never-married, Sales, Own-child, Female, United-States,0,0.10294052401837697,-0.054559612929261335,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 11th, Never-married, Machine-op-inspct, Unmarried, Female, United-States,0,-1.066920689764177,-0.004856462448562471,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 10th, Married-civ-spouse, Other-service, Wife, Female, United-States,0,-0.8475717121799482,1.997615085607603,-1.591552858035871,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Other-relative, Female, United-States,0,1.7114996929693886,-0.49783836391123587,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.8501968154825544
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.3357574311500808,-1.0303134489322663,-0.4261248777609272,-0.14600928018106676,3.971125550498862,-0.04164837868517439
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-0.3357574311500808,1.3405860448950286,-0.03764888433594593,0.7493792842499292,-0.21694686573519104,2.3839969317069656
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.4819900828729,-0.9998841181421997,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,0.36262583971351564
 Private, 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-1.1400370156255866,0.10601098005334998,-1.2030768646108898,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
 Private, HS-grad, Separated, Other-service, Unmarried, Female, United-States,0,1.3459180636623407,-1.458597206398734,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Other-service, Own-child, Male, United-States,0,-1.1400370156255866,1.498788001959267,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Prof-specialty, Unmarried, Female, United-States,0,-1.3593859932098156,-0.38298817472399455,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-1.2544710338812444
 Local-gov, Masters, Separated, Prof-specialty, Unmarried, Female, United-States,0,-0.3357574311500808,-0.8051402214662869,1.5162550893639792,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Male, United-States,0,0.02982419815696735,1.1957649705793414,0.35082710908903536,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 ?, HS-grad, Widowed, ?, Not-in-family, Female, United-States,0,2.077081322276437,-1.2914842117867456,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,-0.043292127704442275,-0.03966967987787595,-0.4261248777609272,-0.14600928018106676,4.141453854508381,0.6051903707527296
 Private, 12th, Separated, Machine-op-inspct, Unmarried, Female, United-States,0,-0.26264110528867113,0.18690753742681643,-0.8146008711859085,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Other-service, Not-in-family, Male, United-States,0,-1.066920689764177,0.2569542141419289,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.4459225970838644
 Private, HS-grad, Never-married, Sales, Not-in-family, Male, United-States,0,1.1265690860781117,-1.4646334076100718,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,0,-0.9938043639027674,-1.61978861121479,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Female, United-States,0,0.3954058274640155,-0.03583019746180352,1.127779095938998,0.28867709399517233,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Never-married, Tech-support, Not-in-family, Female, United-States,0,-0.5551064087343096,-0.6710257635396971,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.3357574311500808,-0.6067669633025445,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,0,-1.2131533414869964,-0.03816062957504151,-0.03764888433594593,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1,-0.7013390604571289,-0.7123527297445365,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,0.687871130909654,-0.03598301268234371,-2.368504844885834,-0.14600928018106676,3.971125550498862,1.1711742765108957
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0,-0.26264110528867113,-0.3940768291644426,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,1.5754484949095857
 Self-emp-not-inc, 1st-4th, Separated, Exec-managerial, Not-in-family, Male, ?,0,1.272801737800931,0.45770565917532813,-3.1454568317357965,-0.14600928018106676,-0.21694686573519104,-1.2544710338812444
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,0,-1.286269667348406,-1.3157531789987855,-0.4261248777609272,-0.14600928018106676,-0.21694686573519104,-1.2544710338812444
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,0,-0.7013390604571289,0.08035712490516451,1.127779095938998,-0.14600928018106676,-0.21694686573519104,-0.04164837868517439
 Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0,0.687871130909654,-1.1115729424545158,1.127779095938998,-0.14600928018106676,-0.21694686573519104,0.7669000581122056
